"drug_id","concept_id","name","combination","simple_strength","simple_name_EN","simple_dosage_form_EN","name_concatenated_EN (use it; prepared by the program)","simple_name_FR","simple_dosage_form_FR","name_concatenated_FR (use it; prepared by the program)"
1451,72063,"Benzoyl Peroxide 50 MG/ML Topical Cream","no","50MG/ML","BENZOYL PEROXIDE","Topical cream","BENZOYL PEROXIDE (50MG/ML) - Topical cream","\N","\N","\N"
1452,72063,"Benzoyl Peroxide 50 MG/ML Topical Lotion","no","50MG/ML","BENZOYL PEROXIDE","Topical lotion","BENZOYL PEROXIDE (50MG/ML) - Topical lotion","\N","\N","\N"
1453,72075,"Benzyl benzoate 250 MG/ML Topical Lotion","no","250MG/ML","BENZYL BENZOATE","Topical lotion","BENZYL BENZOATE (250MG/ML) - Topical lotion","BENZYL BENZOATE","\N","\N"
1454,72081,"Beractant 25 MG/ML Injectable Suspension","no","25MG/ML","BERACTANT","Suspension for injection","BERACTANT (25MG/ML) - Suspension for injection","\N","\N","\N"
1455,72081,"Beractant 80 MG/ML Injectable Suspension","no","80MG/ML","BERACTANT","Suspension for injection","BERACTANT (80MG/ML) - Suspension for injection","\N","\N","\N"
1456,72124,"Betamethasone 0.001 MG/MG Topical Ointment","no","0.001MG/MG","BETAMETHASONE VALERATE","Topical ointment","BETAMETHASONE VALERATE (0.001MG/MG) - Topical ointment","\N","\N","\N"
1457,72124,"Betamethasone 1 MG/ML Topical Cream","no","1MG/ML","BETAMETHASONE VALERATE","Topical cream","BETAMETHASONE VALERATE (1MG/ML) - Topical cream","\N","\N","\N"
1458,72155,"Bevacizumab 25 MG/ML Injectable Solution","no","25MG/ML","Bevacizumab","Solution for injection","Bevacizumab (25MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1459,72218,"Biperiden Hydrochloride 2 MG Oral Tablet","no","2MG","BIPERIDEN HYDROCHLORIDE","Oral tablet","BIPERIDEN HYDROCHLORIDE (2MG) - Oral tablet","\N","\N","\N"
1460,72218,"Biperiden Hydrochloride 5 MG/ML Injectable Solutio","no","5MG/ML","BIPERIDEN HYDROCHLORIDE","Solution for injection","BIPERIDEN HYDROCHLORIDE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1461,72248,"Bisoprolol Fumarate 1.25 MG Oral Tablet","no","1.25MG","BISOPROLOL FUMARATE","Oral tablet","BISOPROLOL FUMARATE (1.25MG) - Oral tablet","\N","\N","\N"
1462,72248,"Bisoprolol Fumarate 5 MG Oral Tablet","no","5MG","BISOPROLOL FUMARATE","Oral tablet","BISOPROLOL FUMARATE (5MG) - Oral tablet","\N","\N","\N"
1463,72265,"Bleomycin Sulfate 15 MG Powder for Injection","no","15MG","BLEOMYCIN SULFATE","Powder for injection","BLEOMYCIN SULFATE (15MG) - Powder for injection","\N","\N","\N"
1464,72484,"Budesonide 0.1 MG/ACTUAT Inhalant Powder","no","0.1MG/ACTUAT","BUDESONIDE","Inhalation powder","BUDESONIDE (0.1MG/ACTUAT) - Inhalation powder","\N","\N","\N"
1465,72484,"Budesonide 0.1 MG/ACTUAT Inhalant Solution","no","0.1MG/ACTUAT","BUDESONIDE","Inhalation solution","BUDESONIDE (0.1MG/ACTUAT) - Inhalation solution","\N","\N","\N"
1466,72484,"Budesonide 0.1 MG/ACTUAT Nasal Spray","no","0.1MG/ACTUAT","BUDESONIDE","NASP","BUDESONIDE (0.1MG/ACTUAT) - NASP","\N","\N","\N"
1467,72484,"Budesonide 0.2 MG/ACTUAT Inhalant Powder","no","0.2MG/ACTUAT","BUDESONIDE","Inhalation powder","BUDESONIDE (0.2MG/ACTUAT) - Inhalation powder","\N","\N","\N"
1468,72484,"Budesonide 0.2 MG/ACTUAT Inhalant Solution","no","0.2MG/ACTUAT","BUDESONIDE","Inhalation solution","BUDESONIDE (0.2MG/ACTUAT) - Inhalation solution","\N","\N","\N"
1469,72506,"Bupivacaine Hydrochloride 2.5 MG/ML Injectable Sol","no","2.5MG/ML","BUPIVACAINE HYDROCHLORIDE","Solution for injection","BUPIVACAINE HYDROCHLORIDE (2.5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1470,72506,"Bupivacaine Hydrochloride 5 MG/ML Injectable Solut","no","5MG/ML","BUPIVACAINE HYDROCHLORIDE","Solution for injection","BUPIVACAINE HYDROCHLORIDE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1471,431,"Butylscopolamine bromide 20 MG/ML Injectable Solut","no","20MG/ML","Hyoscine butylbromide","Solution for injection","Hyoscine butylbromide (20MG/ML) - Solution for injection","Butylbromure de scopolamine","SOLUTION POUR INJECTION","Butylbromure de scopolamine (20MG/ML) - SOLUTION POUR INJECTION"
1472,72610,"Caffeine citrate 20 MG/ML Injectable Solution","no","20MG/ML","CAFFEINE CITRATE","Solution for injection","CAFFEINE CITRATE (20MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1473,72610,"Caffeine citrate 20 MG/ML Oral Solution","no","20MG/ML","CAFFEINE CITRATE","Oral solution","CAFFEINE CITRATE (20MG/ML) - Oral solution","\N","\N","\N"
1474,72621,"Calamine 80 MG/ML Topical Lotion","no","80MG/ML","CALAMINE","Topical lotion","CALAMINE (80MG/ML) - Topical lotion","\N","\N","\N"
1475,72650,"Calcium 500 MG Oral Tablet","no","500MG","CALCIUM","Oral tablet","CALCIUM (500MG) - Oral tablet","Calcium","\N","\N"
1476,72678,"Calcium Gluconate 100 MG/ML Injectable Solution","no","100MG/ML","CALCIUM GLUCONATE","Solution for injection","CALCIUM GLUCONATE (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1477,72794,"Capreomycin 1000 MG Powder for Injection","no","1000MG","CAPREOMYCIN","Powder for injection","CAPREOMYCIN (1000MG) - Powder for injection","\N","\N","\N"
1478,72822,"Carbamazepine 100 MG Chewable Tablet","no","100MG","CARBAMAZEPINE","Chewable tablet","CARBAMAZEPINE (100MG) - Chewable tablet","Carbamazépine","\N","\N"
1479,72822,"Carbamazepine 100 MG Oral Tablet","no","100MG","CARBAMAZEPINE","Oral tablet","CARBAMAZEPINE (100MG) - Oral tablet","Carbamazépine","\N","\N"
1480,72822,"Carbamazepine 20 MG/ML Oral Suspension","no","20MG/ML","CARBAMAZEPINE","Oral suspension","CARBAMAZEPINE (20MG/ML) - Oral suspension","Carbamazépine","\N","\N"
1481,72822,"Carbamazepine 200 MG Chewable Tablet","no","200MG","CARBAMAZEPINE","Chewable tablet","CARBAMAZEPINE (200MG) - Chewable tablet","Carbamazépine","\N","\N"
1482,72822,"Carbamazepine 200 MG Oral Tablet","no","200MG","CARBAMAZEPINE","Oral tablet","CARBAMAZEPINE (200MG) - Oral tablet","Carbamazépine","\N","\N"
1483,104128,"Carbidopa 10 MG / Levodopa 100 MG Oral Tablet","yes","\N","CARBIDOPA / LEVODOPA","Oral tablet","\N","\N","\N","\N"
1484,104128,"Carbidopa 25 MG / Levodopa 100 MG Oral Tablet","yes","\N","CARBIDOPA / LEVODOPA","Oral tablet","\N","\N","\N","\N"
1485,104128,"Carbidopa 25 MG / Levodopa 250 MG Oral Tablet","yes","\N","CARBIDOPA / LEVODOPA","Oral tablet","\N","\N","\N","\N"
1486,72876,"Carboplatin 10 MG/ML Injectable Solution","no","10MG/ML","CARBOPLATIN","Solution for injection","CARBOPLATIN (10MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1487,72999,"Cefazolin 1000 MG Powder for Injection","no","1000MG","CEFAZOLIN SODIUM","Powder for injection","CEFAZOLIN SODIUM (1000MG) - Powder for injection","\N","\N","\N"
1488,73006,"Cefixime 400 MG Oral Capsule","no","400MG","CEFIXIME","Oral capsule","CEFIXIME (400MG) - Oral capsule","\N","\N","\N"
1489,73019,"Cefotaxime 250 mg Powder for Injection","no","250MG","CEFOTAXIME SODIUM","Powder for injection","CEFOTAXIME SODIUM (250MG) - Powder for injection","\N","\N","\N"
1490,73035,"Ceftazidime 1000 MG Powder for Injection","no","1000MG","CEFTAZIDIME PENTAHYDRATE","Powder for injection","CEFTAZIDIME PENTAHYDRATE (1000MG) - Powder for injection","\N","\N","\N"
1491,73035,"Ceftazidime 250 MG/ML Injectable Solution","no","250MG/ML","CEFTAZIDIME PENTAHYDRATE","Solution for injection","CEFTAZIDIME PENTAHYDRATE (250MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1492,73042,"Ceftriaxone 1000 MG Powder for Injection","no","1000MG","CEFTRIAXONE SODIUM","Powder for injection","CEFTRIAXONE SODIUM (1000MG) - Powder for injection","\N","\N","\N"
1493,73042,"Ceftriaxone 250 MG/ML Injectable Solution","no","250MG/ML","CEFTRIAXONE SODIUM","Solution for injection","CEFTRIAXONE SODIUM (250MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1494,73087,"Cephalexin 25 MG/ML Oral Suspension","no","25MG/ML","CEPHALEXIN","Oral suspension","CEPHALEXIN (25MG/ML) - Oral suspension","\N","\N","\N"
1495,73088,"Cephalexin 250 MG Oral Capsule","no","250MG","CEPHALEXIN MONOHYDRATE","Oral capsule","CEPHALEXIN MONOHYDRATE (250MG) - Oral capsule","\N","\N","\N"
1496,73088,"Cephalexin 250 MG Oral Tablet","no","250MG","CEPHALEXIN MONOHYDRATE","Oral tablet","CEPHALEXIN MONOHYDRATE (250MG) - Oral tablet","\N","\N","\N"
1497,73087,"Cephalexin 50 MG/ML Oral Suspension","no","50MG/ML","CEPHALEXIN","Oral suspension","CEPHALEXIN (50MG/ML) - Oral suspension","\N","\N","\N"
1498,73237,"Chlorambucil 2 MG Oral Tablet","no","2MG","CHLORAMBUCIL","Oral tablet","CHLORAMBUCIL (2MG) - Oral tablet","\N","\N","\N"
1499,73240,"Chloramphenicol 250 MG Oral Capsule","no","250MG","CHLORAMPHENICOL PALMITATE","Oral capsule","CHLORAMPHENICOL PALMITATE (250MG) - Oral capsule","\N","\N","\N"
1500,73240,"Chloramphenicol 30 MG/ML Oral Suspension","no","30MG/ML","CHLORAMPHENICOL PALMITATE","Oral suspension","CHLORAMPHENICOL PALMITATE (30MG/ML) - Oral suspension","\N","\N","\N"
1501,73241,"Chloramphenicol Sodium Succinate 1000 MG Powder fo","no","1000MG","CHLORAMPHENICOL SODIUM SUCCINATE","Powder for injection","CHLORAMPHENICOL SODIUM SUCCINATE (1000MG) - Powder for injection","\N","\N","\N"
1502,73241,"Chloramphenicol Sodium Succinate 500 MG/ML Injecta","no","500MG/ML","CHLORAMPHENICOL SODIUM SUCCINATE","Suspension for injection","CHLORAMPHENICOL SODIUM SUCCINATE (500MG/ML) - Suspension for injection","\N","\N","\N"
1503,73301,"Chloraquine Phosphate 150 MG Oral Tablet","no","150MG","CHLOROQUINE DIPHOSPHATE","Oral tablet","CHLOROQUINE DIPHOSPHATE (150MG) - Oral tablet","\N","\N","\N"
1504,73303,"Chloraquine Sulfate 150 MG Oral Tablet","no","150MG","CHLOROQUINE SULFATE","Oral tablet","CHLOROQUINE SULFATE (150MG) - Oral tablet","\N","\N","\N"
1505,73265,"Chlorhexidine gluconate 40 MG/ML Medicated Liquid ","no","40MG/ML","CHLORHEXIDINE GLUCONATE","\N","\N","\N","\N","\N"
1506,73265,"Chlorhexidine gluconate 50 MG/ML Mouthwash","no","50MG/ML","CHLORHEXIDINE GLUCONATE","Mouthwash","CHLORHEXIDINE GLUCONATE (50MG/ML) - Mouthwash","\N","\N","\N"
1507,162486,"Chlorine 0.1% for Solution","no","\N","Chlorine solution","\N","\N","\N","\N","\N"
1508,73301,"Chloroquine Phosphate 10 MG/ML Oral Solution","no","10MG/ML","CHLOROQUINE DIPHOSPHATE","Oral solution","CHLOROQUINE DIPHOSPHATE (10MG/ML) - Oral solution","\N","\N","\N"
1509,73301,"Chloroquine Phosphate 100 MG Oral Tablet","no","100MG","CHLOROQUINE DIPHOSPHATE","Oral tablet","CHLOROQUINE DIPHOSPHATE (100MG) - Oral tablet","\N","\N","\N"
1510,73301,"Chloroquine Phosphate 150 MG Oral Tablet","no","150MG","CHLOROQUINE DIPHOSPHATE","Oral tablet","CHLOROQUINE DIPHOSPHATE (150MG) - Oral tablet","\N","\N","\N"
1511,73303,"Chloroquine Sulfate 10 MG/ml Oral Solution","no","10MG/ML","CHLOROQUINE SULFATE","Oral solution","CHLOROQUINE SULFATE (10MG/ML) - Oral solution","\N","\N","\N"
1512,73303,"Chloroquine Sulfate 100 MG Oral Tablet","no","100MG","CHLOROQUINE SULFATE","Oral tablet","CHLOROQUINE SULFATE (100MG) - Oral tablet","\N","\N","\N"
1513,73303,"Chloroquine Sulfate 150 MG Oral Tablet","no","150MG","CHLOROQUINE SULFATE","Oral tablet","CHLOROQUINE SULFATE (150MG) - Oral tablet","\N","\N","\N"
1514,73312,"Chloroxylenol 48 MG/ML Topical Solution","no","48MG/ML","CHLOROXYLENOL","Cutaneous solution","CHLOROXYLENOL (48MG/ML) - Cutaneous solution","\N","\N","\N"
1515,73331,"Chlorpromazine hydrochloride 10 MG Oral Tablet","no","10MG","CHLORPROMAZINE HYDROCHLORIDE","Oral tablet","CHLORPROMAZINE HYDROCHLORIDE (10MG) - Oral tablet","\N","\N","\N"
1516,73331,"Chlorpromazine hydrochloride 100 MG Oral Tablet","no","100MG","CHLORPROMAZINE HYDROCHLORIDE","Oral tablet","CHLORPROMAZINE HYDROCHLORIDE (100MG) - Oral tablet","\N","\N","\N"
1517,73331,"Chlorpromazine hydrochloride 25 MG Oral Tablet","no","25MG","CHLORPROMAZINE HYDROCHLORIDE","Oral tablet","CHLORPROMAZINE HYDROCHLORIDE (25MG) - Oral tablet","\N","\N","\N"
1518,73331,"Chlorpromazine hydrochloride 25 MG/ML Injectable S","no","25MG/ML","CHLORPROMAZINE HYDROCHLORIDE","Solution for injection","CHLORPROMAZINE HYDROCHLORIDE (25MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1519,73331,"Chlorpromazine hydrochloride 5 MG/ML Oral Solution","no","5MG/ML","CHLORPROMAZINE HYDROCHLORIDE","Oral solution","CHLORPROMAZINE HYDROCHLORIDE (5MG/ML) - Oral solution","\N","\N","\N"
1520,73331,"Chlorpromazine hydrochloride 50 MG Oral Tablet","no","50MG","CHLORPROMAZINE HYDROCHLORIDE","Oral tablet","CHLORPROMAZINE HYDROCHLORIDE (50MG) - Oral tablet","\N","\N","\N"
1521,73350,"Cholecalciferol 1000 UNT Chewable Tablet","no","1000UNT","CHOLECALCIFEROL","Chewable tablet","CHOLECALCIFEROL (1000UNT) - Chewable tablet","\N","\N","\N"
1522,73350,"Cholecalciferol 1000 UNT Oral Tablet","no","1000UNT","CHOLECALCIFEROL","Oral tablet","CHOLECALCIFEROL (1000UNT) - Oral tablet","\N","\N","\N"
1523,73350,"Cholecalciferol 400 UNT Chewable Tablet","no","400UNT","CHOLECALCIFEROL","Chewable tablet","CHOLECALCIFEROL (400UNT) - Chewable tablet","\N","\N","\N"
1524,73350,"Cholecalciferol 400 UNT Oral Capsule","no","400UNT","CHOLECALCIFEROL","Oral capsule","CHOLECALCIFEROL (400UNT) - Oral capsule","\N","\N","\N"
1525,73350,"Cholecalciferol 400 UNT Oral Tablet","no","400UNT","CHOLECALCIFEROL","Oral tablet","CHOLECALCIFEROL (400UNT) - Oral tablet","\N","\N","\N"
1526,73350,"Cholecalciferol 400 UNT/ML Oral Solution","no","400UNT/ML","CHOLECALCIFEROL","Oral solution","CHOLECALCIFEROL (400UNT/ML) - Oral solution","\N","\N","\N"
1527,73354,"Cholera vaccine","no","\N","CHOLERA VACCINE","Oral suspension","\N","Vaccin cotre le Cholera","\N","\N"
1528,104315,"Cilastatin 250 MG/ML / Imipenem 250 MG/ML Injectab","yes","\N","CILASTATIN / IMIPENEM","Suspension for injection","\N","\N","\N","\N"
1529,104315,"Cilastatin 500 MG / Imipenem 500 MG Powder for Inj","yes","\N","CILASTATIN / IMIPENEM","Powder for injection","\N","\N","\N","\N"
1530,73450,"Ciprofloxacin 2 MG/ML Injectable Solution","no","2MG/ML","CIPROFLOXACIN HYDROCHLORIDE","Solution for injection","CIPROFLOXACIN HYDROCHLORIDE (2MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1531,73450,"Ciprofloxacin 250 MG Oral Tablet","no","250MG","CIPROFLOXACIN HYDROCHLORIDE","Oral tablet","CIPROFLOXACIN HYDROCHLORIDE (250MG) - Oral tablet","\N","\N","\N"
1532,73450,"Ciprofloxacin 3 MG/ML Otic Solution","no","3MG/ML","CIPROFLOXACIN HYDROCHLORIDE","Ear solution","CIPROFLOXACIN HYDROCHLORIDE (3MG/ML) - Ear solution","\N","\N","\N"
1533,73450,"Ciprofloxacin 50 MG/ML Oral Suspension","no","50MG/ML","CIPROFLOXACIN HYDROCHLORIDE","Oral suspension","CIPROFLOXACIN HYDROCHLORIDE (50MG/ML) - Oral suspension","\N","\N","\N"
1534,73498,"Clarithromycin 500 MG Oral Tablet","no","500MG","CLARITHROMYCIN","Oral tablet","CLARITHROMYCIN (500MG) - Oral tablet","Clarithromycine","\N","\N"
1535,73547,"Clindamycin 150 MG Oral Capsule","no","150MG","CLINDAMYCIN HYDROCHLORIDE","Oral capsule","CLINDAMYCIN HYDROCHLORIDE (150MG) - Oral capsule","\N","\N","\N"
1536,73546,"Clindamycin 150 MG/ML Injectable Solution","no","150MG/ML","CLINDAMYCIN","Solution for injection","CLINDAMYCIN (150MG/ML) - Solution for injection","Clindamycine","SOLUTION POUR INJECTION","Clindamycine (150MG/ML) - SOLUTION POUR INJECTION"
1537,73546,"Clindamycin 25 MG/ML Oral Solution","no","25MG/ML","CLINDAMYCIN","Oral solution","CLINDAMYCIN (25MG/ML) - Oral solution","Clindamycine","\N","\N"
1538,73581,"Clofazimine 100 MG Oral Capsule","no","100MG","CLOFAZIMINE","Oral capsule","CLOFAZIMINE (100MG) - Oral capsule","\N","\N","\N"
1539,73581,"Clofazimine 50 MG Oral Capsule","no","50MG","CLOFAZIMINE","Oral capsule","CLOFAZIMINE (50MG) - Oral capsule","\N","\N","\N"
1540,73591,"Clomiphene Citrate 50 MG Oral Tablet","no","50MG","CLOMIPHENE CITRATE","Oral tablet","CLOMIPHENE CITRATE (50MG) - Oral tablet","\N","\N","\N"
1541,73593,"Clomipramine Hydrochloride 10 MG Oral Capsule","no","10MG","CLOMIPRAMINE HYDROCHLORIDE","Oral capsule","CLOMIPRAMINE HYDROCHLORIDE (10MG) - Oral capsule","\N","\N","\N"
1542,73593,"Clomipramine Hydrochloride 25 MG Oral Capsule","no","25MG","CLOMIPRAMINE HYDROCHLORIDE","Oral capsule","CLOMIPRAMINE HYDROCHLORIDE (25MG) - Oral capsule","\N","\N","\N"
1543,73624,"Clotrimazole 10 MG/ML Vaginal Cream","no","10MG/ML","CLOTRIMAZOLE","Vaginal cr","CLOTRIMAZOLE (10MG/ML) - Vaginal cr","Clotrimazole","\N","\N"
1544,73624,"Clotrimazole 100 MG Vaginal Tablet","no","100MG","CLOTRIMAZOLE","Vaginal tab","CLOTRIMAZOLE (100MG) - Vaginal tab","Clotrimazole","\N","\N"
1545,73624,"Clotrimazole 100 MG/ML Vaginal Cream","no","100MG/ML","CLOTRIMAZOLE","Vaginal cr","CLOTRIMAZOLE (100MG/ML) - Vaginal cr","Clotrimazole","\N","\N"
1546,73624,"Clotrimazole 500 MG Vaginal Tablet","no","500MG","CLOTRIMAZOLE","Vaginal tab","CLOTRIMAZOLE (500MG) - Vaginal tab","Clotrimazole","\N","\N"
1547,73629,"Cloxacillin 1000 MG Oral Capsule","no","1000MG","CLOXACILLIN SODIUM","Oral capsule","CLOXACILLIN SODIUM (1000MG) - Oral capsule","\N","\N","\N"
1548,73629,"Cloxacillin 25 MG/ML Oral Suspension","no","25MG/ML","CLOXACILLIN SODIUM","Oral suspension","CLOXACILLIN SODIUM (25MG/ML) - Oral suspension","\N","\N","\N"
1549,73629,"Cloxacillin 500 MG Oral Capsule","no","500MG","CLOXACILLIN SODIUM","Oral capsule","CLOXACILLIN SODIUM (500MG) - Oral capsule","\N","\N","\N"
1550,73629,"Cloxacillin 500 MG Powder for Injection","no","500MG","CLOXACILLIN SODIUM","Powder for injection","CLOXACILLIN SODIUM (500MG) - Powder for injection","\N","\N","\N"
1551,73632,"Clozapine 100 MG Oral Tablet","no","100MG","CLOZAPINE","Oral tablet","CLOZAPINE (100MG) - Oral tablet","\N","\N","\N"
1552,73632,"Clozapine 12.5 MG Oral Tablet","no","12.5MG","CLOZAPINE","Oral tablet","CLOZAPINE (12.5MG) - Oral tablet","\N","\N","\N"
1553,73632,"Clozapine 200 MG Oral Tablet","no","200MG","CLOZAPINE","Oral tablet","CLOZAPINE (200MG) - Oral tablet","\N","\N","\N"
1554,73632,"Clozapine 25 MG Oral Tablet","no","25MG","CLOZAPINE","Oral tablet","CLOZAPINE (25MG) - Oral tablet","\N","\N","\N"
1555,73632,"Clozapine 50 MG Oral Tablet","no","50MG","CLOZAPINE","Oral tablet","CLOZAPINE (50MG) - Oral tablet","\N","\N","\N"
1556,73637,"Coal Tar 50 MG/ML Topical Solution","no","50MG/ML","COAL TAR EXTRACT","Cutaneous solution","COAL TAR EXTRACT (50MG/ML) - Cutaneous solution","\N","\N","\N"
1557,73671,"Codeine Phosphate 30 MG Oral Tablet","no","30MG","CODEINE PHOSPHATE","Oral tablet","CODEINE PHOSPHATE (30MG) - Oral tablet","\N","\N","\N"
1558,162481,"Compound Sodium Lactate (Hartmann’s) Injectable So","no","\N","Compound sodium lactate (CSL) solution","Solution for injection","\N","\N","SOLUTION POUR INJECTION","\N"
1559,190,"Condoms","no","\N","Condoms","\N","\N","Préservatifs","\N","\N"
1560,5275,"Copper Intrauterine Device","no","\N","Intrauterine device","\N","\N","OUTIL INTRA-UTERIN","\N","\N"
1561,74095,"Cyclizine 50 MG Oral Tablet","no","50MG","CYCLIZINE HYDROCHLORIDE","Oral tablet","CYCLIZINE HYDROCHLORIDE (50MG) - Oral tablet","\N","\N","\N"
1562,74095,"Cyclizine Hydrochloride 25 MG Oral Tablet","no","25MG","CYCLIZINE HYDROCHLORIDE","Oral tablet","CYCLIZINE HYDROCHLORIDE (25MG) - Oral tablet","\N","\N","\N"
1563,74121,"Cyclophosphamide 25 MG Oral Tablet","no","25MG","CYCLOPHOSPHAMIDE LYOPHILIZED","Oral tablet","CYCLOPHOSPHAMIDE LYOPHILIZED (25MG) - Oral tablet","\N","\N","\N"
1564,74121,"Cyclophosphamide 500 MG Powder for Injection","no","500MG","CYCLOPHOSPHAMIDE LYOPHILIZED","Powder for injection","CYCLOPHOSPHAMIDE LYOPHILIZED (500MG) - Powder for injection","\N","\N","\N"
1565,74123,"Cycloserine 250 MG Oral Capsule","no","250MG","CYCLOSERINE","Oral capsule","CYCLOSERINE (250MG) - Oral capsule","\N","\N","\N"
1566,74127,"Cyclosporine 25 MG Oral Capsule","no","25MG","CYCLOSPORINE; MODIFIED","Oral capsule","CYCLOSPORINE; MODIFIED (25MG) - Oral capsule","\N","\N","\N"
1567,74127,"Cyclosporine 50 MG/ML Injectable Solution","no","50MG/ML","CYCLOSPORINE; MODIFIED","Solution for injection","CYCLOSPORINE; MODIFIED (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1568,74177,"Cytarabine 100 MG/ML Injectable Solution","no","100MG/ML","CYTARABINE","Solution for injection","CYTARABINE (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1569,74196,"Dacarbazine 100 MG Powder for Injection","no","100MG","DACARBAZINE","Powder for injection","DACARBAZINE (100MG) - Powder for injection","\N","\N","\N"
1570,74204,"Dactinomycin 0.5 MG/ML Injectable Solution","no","0.5MG/ML","DACTINOMYCIN","Solution for injection","DACTINOMYCIN (0.5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1571,74250,"Dapsone 100 MG Oral Tablet","no","100MG","DAPSONE","Oral tablet","DAPSONE (100MG) - Oral tablet","\N","\N","\N"
1572,74250,"Dapsone 25 MG Oral Tablet","no","25MG","DAPSONE","Oral tablet","DAPSONE (25MG) - Oral tablet","\N","\N","\N"
1573,74250,"Dapsone 50 MG Oral Tablet","no","50MG","DAPSONE","Oral tablet","DAPSONE (50MG) - Oral tablet","\N","\N","\N"
1574,74269,"Daunorubicin Hydrochloride 50 mg Powder for Inject","no","50MG","DAUNORUBICIN HYDROCHLORIDE","Powder for injection","DAUNORUBICIN HYDROCHLORIDE (50MG) - Powder for injection","\N","\N","\N"
1575,74546,"Desferoxamine Mesylate 500 MG Powder for Injection","no","500MG","DESFERRIOXAMINE B MESYLATE","Powder for injection","DESFERRIOXAMINE B MESYLATE (500MG) - Powder for injection","\N","\N","\N"
1576,74614,"Dexamethasone 0.1 MG/ML Oral Solution","no","0.1MG/ML","DEXAMETHASONE SODIUM PHOSPHATE","Oral solution","DEXAMETHASONE SODIUM PHOSPHATE (0.1MG/ML) - Oral solution","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1577,74614,"Dexamethasone 0.4 MG/ML Oral Solution","no","0.4MG/ML","DEXAMETHASONE SODIUM PHOSPHATE","Oral solution","DEXAMETHASONE SODIUM PHOSPHATE (0.4MG/ML) - Oral solution","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1578,74614,"Dexamethasone 0.5 MG Oral Tablet","no","0.5MG","DEXAMETHASONE SODIUM PHOSPHATE","Oral tablet","DEXAMETHASONE SODIUM PHOSPHATE (0.5MG) - Oral tablet","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1579,74614,"Dexamethasone 0.75 MG Oral Tablet","no","0.75MG","DEXAMETHASONE SODIUM PHOSPHATE","Oral tablet","DEXAMETHASONE SODIUM PHOSPHATE (0.75MG) - Oral tablet","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1580,74614,"Dexamethasone 1.5 MG Oral Tablet","no","1.5MG","DEXAMETHASONE SODIUM PHOSPHATE","Oral tablet","DEXAMETHASONE SODIUM PHOSPHATE (1.5MG) - Oral tablet","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1581,74614,"Dexamethasone 2 MG Oral Tablet","no","2MG","DEXAMETHASONE SODIUM PHOSPHATE","Oral tablet","DEXAMETHASONE SODIUM PHOSPHATE (2MG) - Oral tablet","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1582,74614,"Dexamethasone 4 MG Oral Tablet","no","4MG","DEXAMETHASONE SODIUM PHOSPHATE","Oral tablet","DEXAMETHASONE SODIUM PHOSPHATE (4MG) - Oral tablet","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1583,74614,"Dexamethasone 4 MG/ML Injectable Suspension","no","4MG/ML","DEXAMETHASONE SODIUM PHOSPHATE","Suspension for injection","DEXAMETHASONE SODIUM PHOSPHATE (4MG/ML) - Suspension for injection","DEXAMÉTHASONE SODIUM PHOSPHATE","\N","\N"
1584,74613,"Dexamethasone phosphate 4 MG/ML Injectable Solutio","no","4MG/ML","DEXAMETHASONE PHOSPHATE","Solution for injection","DEXAMETHASONE PHOSPHATE (4MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1585,74614,"Dexamethasone sodium phosphate 4 MG/ML Injectable ","no","4MG/ML","DEXAMETHASONE SODIUM PHOSPHATE","Solution for injection","DEXAMETHASONE SODIUM PHOSPHATE (4MG/ML) - Solution for injection","DEXAMÉTHASONE SODIUM PHOSPHATE","SOLUTION POUR INJECTION","DEXAMÉTHASONE SODIUM PHOSPHATE (4MG/ML) - SOLUTION POUR INJECTION"
